Nr,Kortategund,HeitiKorts,StadurTekid,Nr1,Nr2,Stofnun,Mal,Ar,StadurUnnid,Tungumal,Filma,Tomt,Tala1,Tala2,Tala3,Tala4,Tala5,Tala6,Tala7,Tala8,Tegund
827,Jarðfræðikort,Berggrunnskort OS 50000,Hengill,[Án númers],50000,Orkustofnun o.fl.,68x90,1995,[Reykjavík],"Íslenska,Enska",Prentað/útgefið,Kristján Sæmundsson,"378552,4","412249,1","401852,6","412586,2","402105,4","384777,7",377457,"384398,5",OS_827
828,Jarðfræðikort,Jarðhitakort OS - Ýmis kort,"Hveragerði og nágrenni - Jarðfræði, jarðhiti, grunnvatn",[Án númers],16666,Orkustofnun o.fl.,43x30,1994,[Reykjavík],Íslenska,Prentað/útgefið,Kristján Sæmundsson o.fl,"390433,5",393818,"394639,1","393874,7",394743,"387082,8","390524,6","387027,7",OS_828
829,Jarðfræðikort,Jarðfræðikort OS - Ýmis kort,Hágöngumiðlun - Náttúruminjar,[Án númers],50000,Orkustofnun,30x47,1996,Reykjavík,Íslenska,Útprentað,Árni Hjartarson,"530245,1",456871,"547113,3","457138,2","547343,6","446353,5","530415,6","446086,1",OS_829
830,Jarðfræðikort,Jarðhitakort OS - Ýmis kort,Hágöngumiðlun - Jarðhitakort (B),3,50000,Orkustofnun,30x47,1996,[Reykjavík],Íslenska,Útprentað,Guðmundur Ó. Friðleifsson og Ingibjörg Kaldal,"530245,1",456871,"547113,3","457138,2","547343,6","446353,5","530415,6","446086,1",OS_830
831,Jarðfræðikort,Jarðfræðikort OS 25000,Hágöngumiðlun - Sýnatökustaðir,18,25000,Orkustofnun,30x21,1996,[Reykjavík],Íslenska,Útprentað,Magnús Ólafsson o.fl.,"540102,9","455437,9","543899,9","455487,2","543970,3","450894,2","540166,3","450837,8",OS_831
832,Jarðfræðikort,Jarðfræðikort OS 25000,"Svartsengi, Eldvörp og Reykjanes",1,25000,Orkustofnun,86x110,1996,[Reykjavík],"Íslenska,Enska",Útprentað,Kristján Sæmundsson,"328977,4","386887,5","338975,4","387045,6","339196,8","373048,2","329198,7","372890,1",OS_832
833,Jarðfræðikort,Jarðfræðikort OS 25000,"Svartsengi, Eldvörp og Reykjanes",2,25000,Orkustofnun,84x106,1997,[Reykjavík],"Íslenska,Enska",Útprentað,Kristján Sæmundsson,314917,"390665,3","328914,2","390886,7","329230,4","370890,5","315233,2","370669,1",OS_833
834,Jarðfræðikort,Berggrunnskort OS 25000,Viðey,1613 III NV-B,25000,Orkustofnun o.fl.,68x83,1997,Reykjavík,"Íslenska,Enska",Prentað/útgefið,Helgi Torfason o.fl.,"352096,5","419937,6","366699,9","419249,6","366103,9","405334,5",351584,"406014,2",OS_834
835,Jarðfræðikort,Jarðgrunnskort OS 25000,Viðey - Jarðgrunnskort,1613 III NV-J,25000,Orkustofnun o.fl.,68x83,1997,Reykjavík,"Íslenska,Enska",Prentað/útgefið,Ingibjörg Kaldal o.fl.,"354586,1","419807,7","366697,6","419256,5","366091,5","405333,9",353925,"405887,6",OS_835
836,Vatnafarskort,Vatnafarskort OS 25 000,Mosfell - Vatnafarskort,1613 III NA-V,25000,Orkustofnun o.fl.,68x72,1997,Reykjavík,"Íslenska,Enska",Prentað/útgefið,Árni Hjartarson og Freysteinn Sigurðsson,"366697,6","419256,5","378811,1","418753,2","378260,2","404828,3","366091,5","405333,9",OS_836
837,Jarðfræðikort,Jarðfræðikort OS 50000,Skagafjarðardalir -  Mannvirkjajarðfræði,[Án númers],50000,Orkustofnun,64x83,1997,Reykjavík,Íslenska,Útprentað,Árni Hjartarson o.fl.,"496570,9","539544,7","526564,6","540019,1",526960,"515024,7","496966,3","514550,2",OS_837
840,Jarðfræðikort,Berggrunnskort OS 25000,Vestari-Jökulsá,1,25000,Orkustofnun,30x60,1997,[Reykjavík],Íslenska,Útprentað,Elsa G. Vilmundardóttir og Þórólfur H. Hafstað,488070,"509402,9",501963,"509622,9","502067,9","503172,1","488169,9","502949,2",OS_840
841,Jarðfræðikort,Jarðfræðikort OS 25000,Vestari-Jökulsá - Byggingarefnisleit,2,25000,Orkustofnun,30x60,2002,[Reykjavík],Íslenska,Útprentað,Skúli Víkingsson og Ingibjörg Kaldal,"488071,7","509404,2","501961,7","509621,7","502066,9","503169,7","488169,9","502948,6",OS_841
842,Jarðfræðikort,Jarðfræðikort OS 50000,Vestari-Jökulsá - Misgengi og sprungur,3,50000,Orkustofnun,54x39,1997,[Reykjavík],Íslenska,Útprentað,Skúli Víkingsson og Ingibjörg Kaldal,"486893,4","519392,4","502879,7","519646,1","503190,1","499656,5",487203,"499400,3",OS_842
843,Jarðfræðikort,Jarðhitakort OS - Ýmis kort,Einfaldað jarðfræði- og jarðhitakort af Reykjanesi,[Án númers],10000,Orkustofnun,58x60,1997,Reykjavík,"Íslenska,Enska",Útprentað,Kristján Sæmundsson,"317169,5",374700,"320168,9","374747,4","320200,5","372747,8","317201,1","372700,3",OS_843
844,Jarðfræðikort,Berggrunnskort OS 50000,Sviðinhornahraun - Berggrunnskort,1,50000,Orkustofnun,68x61,2002,Reykjavík,Íslenska,Útprentað,Árni Hjartarson o.fl.,683289,494497,"699285,2","494750,2","699411,8","486752,1","683415,5","486498,9",OS_844
845,Jarðfræðikort,Jarðfræðikort OS 50000,Sviðinhornahraun - Mannvirkjajarðfræðikort,2,50000,Orkustofnun,68x61,2002,Reykjavík,Íslenska,Útprentað,Árni Hjartarson og Þórólfur H. Hafstað,683289,494497,"699285,2","494750,2","699728,2","466756,7",683732,"466503,5",OS_845
848,Jarðfræðikort,Berggrunnskort OS 25000,Vífilsfell - Berggrunnskort,1613 III SA-B,25000,Orkustofnun o.fl.,68x84,1999,Reykjavík,"Íslenska,Enska",Prentað/útgefið,Helgi Torfason o.fl.,"366091,5","405333,9","378260,2","404828,3","377709,2","390903,3","365485,5","391411,2",OS_848
849,Jarðfræðikort,Jarðgrunnskort OS 25000,Vífilsfell - Jarðgrunnskort,1613 III SA-J,25000,Orkustofnun o.fl.,68x72,1996,Reykjavík,"Íslenska,Enska",Prentað/útgefið,Ingibjörg Kaldal o.fl.,"366091,5","405333,9","378260,2","404828,3","377709,2","390903,3","365485,5","391411,2",OS_849
850,Jarðfræðikort,Berggrunnskort OS 25000,Mosfell - Berggrunnskort,1613 III NA-B,25000,Orkustofnun o.fl.,69x77,2000,Reykjavík,"Íslenska,Enska",Prentað/útgefið,Helgi Torfason o.fl.,"366697,6","419256,5","378811,1","418753,2","378260,2","404828,3","366091,5","405333,9",OS_850
851,Jarðfræðikort,Jarðgrunnskort OS 25000,Mosfell - Jarðgrunnskort,1613 III NA-J,25000,Orkustofnun o.fl.,69x72,2000,Reykjavík,"Íslenska,Enska",Prentað/útgefið,Ingibjörg Kaldal og Skúli Víkingsson,"366683,3","419289,7","378796,4","418786,4","378245,4","404862,1","366077,3","405367,7",OS_851
852,Ýmis kort,Þyngdar- og segulkort,Sviðinhornahraun - Segulkort,[Án númers],50000,Orkustofnun,68x61,2002,Reykjavík,Íslenska,Útprentað,Árni Hjartarson o.fl.,683289,494497,"699285,2","494750,2","699728,2","466756,7",683732,"466503,5",OS_852
853,Jarðfræðikort,Berggrunnskort OS 25000,Þrándarjökull - Berggrunnskort,[Án númers],25000,Orkustofnun,77x61,1997,Reykjavík,Íslenska,Útprentað,Árni Hjartarson o.fl.,"687468,1","481061,2","697509,1",481246,"697799,5",462735,"687776,1","462580,8",OS_853
854,Ýmis kort,Önnur kort OS,Hraun Eystra - Örnefnakort,[Án númers],50000,Orkustofnun o.fl.,70x66,2002,Reykjavík,Íslenska,Útprentað,Árni Hjartarson,"669214,1","495782,1","700990,2","496295,4","701540,8","462839,5","669764,7","462326,2",OS_854
855,Jarðfræðikort,Berggrunnskort OS 50000,Skaftárveita - Berggrunnskort (A),1913 II/III,50000,Orkustofnun,62x52,1997,Reykjavík,Íslenska,Útprentað,Elsa G. Vilmundardóttir og Snorri P. Snorrason,"520227,9","416422,8","543462,5",416664,"543811,4","392046,9","520388,7","391803,8",OS_855
856,Jarðfræðikort,Berggrunnskort OS 50000,Skaftárveita - Berggrunnskort (B),1913 I/II/III,50000,Orkustofnun,70x59,1999,Reykjavík,Íslenska,Útprentað,Elsa G. Vilmundardóttir og Snorri P. Snorrason,520202,"420138,5",548455,"420455,1","548903,2","392123,3","520388,7","391803,8",OS_856
857,Jarðfræðikort,Berggrunnskort OS 50000,Tungnaárjökull - Berggrunnskort,1913 I-B,50000,Orkustofnun o.fl.,68x81,1999,Reykjavík,Íslenska,Útprentað,Elsa G. Vimundardóttir o.fl.,"524047,1","444322,3","548072,9","444607,3","548513,8","416739,8","524267,5","416452,1",OS_857
858,Jarðfræðikort,Jarðgrunnskort OS 50000,Tungnaárjökull - Jarðgrunnskort,1913 I-J,50000,Orkustofnun o.fl.,68x83,2001,Reykjavík,Íslenska,Útprentað,Ingibjörg Kaldal o.fl.,"524047,1","444322,3","548072,9","444607,3","548513,8","416739,8","524267,5","416452,1",OS_858
859,Jarðfræðikort,Berggrunnskort OS 50000,Nyrðri Háganga - Berggrunnskort,1914 II-B,50000,Orkustofnun o.fl.,68x81,1999,Reykjavík,"Íslenska,Enska",Útprentað,Elsa G. Vilmundardóttir o.fl.,"523826,6","472192,4","547632,1","472474,8","548072,9","444607,3","524047,1","444322,3",OS_859
860,Jarðfræðikort,Jarðgrunnskort OS 50000,Nyrðri Háganga - Jarðgrunnskort,1914 II-J,50000,Orkustofnun o.fl.,67x83,1999,Reykjavík,"Íslenska,Enska",Útprentað,Ingibjörg Kaldal o.fl.,"523826,6","472192,4","547632,1","472474,8","548072,9","444607,3","524047,1","444322,3",OS_860
861,Vatnafarskort,Vatnafarskort OS 50 000,Nyrðri-Háganga - Vatnafarskort,1914 II-V,50000,Orkustofnun o.fl.,68x83,1999,Reykjavík,"Íslenska,Enska",Útprentað,Árni Hjartarson,"523826,6","472192,4","547632,1","472474,8","548072,9","444607,3","524047,1","444322,3",OS_861
863,Jarðfræðikort,Jarðfræðikort OS 25000,Akureyri - Jarðfræðikort,[Án númers],25000,Orkustofnun o.fl.,61x92,1999,Reykjavík,"Íslenska,Enska",Útprentað,Árni Hjartarson og Hafdís Eygló Jónsdóttir,"501937,1","579630,7","517933,6","579883,7","518060,2","571885,5","502063,6","571632,4",OS_863
864,Jarðfræðikort,Jarðfræðikort OS 50000,Akureyri - Jarðfræðikort,[Án númers],50000,Orkustofnun o.fl.,58x53,1999,Reykjavík,"Íslenska,Enska",Útprentað,Árni Hjartarson og Hafdís Eygló Jónsdóttir,"501937,1","579630,7","513934,5","579820,4","514250,8","559824,9","502253,4","559635,1",OS_864
865,Jarðfræðikort,Jarðfræðikort OS 50000,Fnjóskadalur - Jarðfræðikort,[Án númers],50000,Orkustofnun o.fl.,52x60,1999,Reykjavík,"Íslenska,Enska",Útprentað,Árni Hjartarson og Hafdís Eygló Jónsdóttir,"489939,7","579440,9","505936,2","579693,9","506252,5","559698,4",490256,"559445,3",OS_865
866,Jarðfræðikort,Jarðfræðikort OS - Ýmis kort,Seyðisfjörður - Jarðfræðikort,[Án númers],20000,Orkustofnun,52x61,2000,Reykjavík,"Íslenska,Enska",Útprentað,Árni Hjartarson o.fl.,727000,543000,738600,543000,738600,533225,727000,533225,OS_866
867,Jarðfræðikort,Berggrunnskort OS 25000,Hraunlækur - Berggrunnskort,[Án númers],25000,Orkustofnun,72x73,2001,Reykjavík,"Íslenska,Enska",Útprentað,Árni Hjartarson og Þórólfur H. Hafstað,"518945,8","515897,9","526944,2","516024,4","527133,9","504027,1","519135,6","503900,6",OS_867
868,Jarðfræðikort,Berggrunnskort OS 50000,Skagafjarðardalir - Berggrunnskort,[Án númers],50000,Orkustofnun,52x61,2001,Reykjavík,"Íslenska,Enska",Útprentað,Árni Hjartarson,"496570,9","539544,7","526564,6","540019,1",526960,"515024,7","496966,3","514550,2",OS_868
869,Jarðfræðikort,Jarðfræðikort OS 25000,Vaðlaheiði - Jarðfræðikort,[Án númers],25000,Orkustofnun,59x59,2001,Reykjavík,"Íslenska,Enska",Útprentað,Árni Hjartarson,"491907,6","581472,1",503905,"581661,8","504031,5","573663,6","492034,1","573473,9",OS_869
870,Jarðfræðikort,Jarðfræðikort OS - Ýmis kort,Búðafoss - Núpur - Jarðfræðikort,[Án númers],20000,Orkustofnun,61x91,2001,Reykjavík,"Íslenska,Enska",Útprentað,Árni Hjartarson o.fl.,"598843,1",396158,"613839,7","396395,5","613871,4","394395,9","598874,8","394158,4",OS_870
871,Jarðfræðikort,Jarðfræðikort OS 50000,Norðlingaölduveita - Verndargildi jökulmenja,[Án númers],50000,Orkustofnun,32x37,2002,Reykjavík,Íslenska,Útprentað,Ingibjörg Kaldal,"499876,7","459134,4","523881,7","459510,4","524255,4","435835,9","500233,3","435455,6",OS_871
872,Jarðfræðikort,Jarðfræðikort OS 50000,Norðlingaölduveita - Jökulmenjar á lónstæði,[Án númers],50000,Orkustofnun,32x37,2002,Reykjavík,Íslenska,Útprentað,Ingibjörg Kaldal,"499999,5","459126,9","523884,8",459515,"524256,2","435841,7",500238,435457,OS_872
873,Jarðfræðikort,Jarðfræðikort OS - Ýmis kort,Jarðfræðikort af Torfajökulssvæðinu,[Án númers],40000,Orkustofnun,74x91,2001,Reykjavík,"Íslenska,Enska",Útprentað,Kristján Sæmundsson og Guðmundur Ó. Friðleifsson,"476057,3","394227,9","511632,2","394779,9","512042,3","369295,6","476457,4","368698,6",OS_873
874,Jarðfræðikort,Jarðhitakort OS - Ýmis kort,Jarðhitakort af Torfajökulssvæðinu,[Án númers],40000,Orkustofnun,74x91,2001,Reykjavík,"Íslenska,Enska",Útprentað,Guðmundur Ó. Friðleifsson og Kristján Sæmundsson,"476057,3","394227,9","511632,2","394779,9","512042,3","369295,6","476457,4","368698,6",OS_874
875,Jarðfræðikort,Berggrunnskort OS 25000,Brennisteinsfjöll - Bergrunnskort,[Án númers],25000,Orkustofnun,74x91,2002,Reykjavík,"Íslenska,Enska",Útprentað,Helgi Torfason og Magnús Á. Sigurgeirsson,352000,392000,374000,392000,374000,378000,352000,378000,OS_875
876,Jarðfræðikort,Berggrunnskort OS 25000,Eyfirðingavað - Bergrunnskort,[Án númers],25000,Orkustofnun,71x74,2002,Reykjavík,"Íslenska,Enska",Útprentað,Árni Hjartarson og Þórólfur H. Hafstað,"519009,1","511898,8",529007,512057,"529133,5","504058,7","519135,6","503900,6",OS_876
877,Jarðfræðikort,Jarðfræðikort OS - Ýmis kort,Jarðfræðikort af Heimaey,[Án númers],10000,Orkustofnun,77x52,2002,Reykjavík,"Íslenska,Enska",Útprentað,Haukur Jóhannesson,"434233,4","328708,9","439103,1","328699,3","439103,1","321652,6","434233,4","321662,2",OS_877
878,Jarðfræðikort,Jarðfræðikort OS 50000,Ölfus - Selvogur - Jarðfræðikort,[Án númers],50000,Orkustofnun,72x102,1999,Reykjavík,Íslenska,Útprentað,Árni Hjartarson,"358677,4","404362,2","405682,1","405107,3",406145,"370675,7",359199,"369925,7",OS_878
879,Jarðfræðikort,Jarðhitakort OS - Ýmis kort,Ölfus - Selvogur - Jarðhiti og vatnafar,[Án númers],50000,Orkustofnun,72x102,1997,Reykjavík,Íslenska,Útprentað,Árni Hjartarson,"358741,4","405241,5","405689,8","405553,9",406145,"370675,7","359105,1","369959,2",OS_879
880,Grunnkort,Orkugrunnkort OS 5000,Þórisós,3342/23,5000,Orkustofnun,62x85,1959,[Reykjavík],Íslenska,Filma/útprentað,,"508308,6","429726,3","512307,8","429789,5","512347,3","427290,1","508348,1","427226,8",OS_880
882,Grunnkort,Orkugrunnkort LV 5000,Nauthagi,3345/02,5000,Landsvirkjun,62x85,1982,[Reykjavík],Íslenska,Filma/útprentað,,515872,"457347,1","519871,2","457410,4","519910,7","454910,9","515911,5","454847,6",OS_882
883,Grunnkort,Orkugrunnkort LV 2000,Illugaver,3343-89,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"505750,9","439686,2","507366,4","439711,5",507365,"438710,9","505766,7","438686,4",OS_883
884,Grunnkort,Orkugrunnkort LV 2000,Illugaver,3343-99,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"504151,2","439660,9","505766,7","439686,2","505765,3","438685,6","504167,1","438661,1",OS_884
885,Grunnkort,Orkugrunnkort LV 2000,Bólstaðir,3344-51,2000,Landsvirkjun,62x85,1969,[Reykjavík],Íslenska,Filma/útprentað,,"510518,3","441761,7","512133,8",441787,"512132,3","440786,4","510534,1","440761,9",OS_885
886,Grunnkort,Orkugrunnkort LV 2000,Bólstaðir,3344-52,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"510502,5","442761,5",512118,"442786,8","512116,5","441786,1","510518,3","441761,7",OS_886
887,Grunnkort,Orkugrunnkort LV 2000,Bólstaðir,3344-61,2000,Landsvirkjun,62x85,1969,[Reykjavík],Íslenska,Filma/útprentað,,"508918,6","441736,4","510534,1","441761,7","510532,6",440761,"508934,4","440736,6",OS_887
888,Grunnkort,Orkugrunnkort LV 2000,Bólstaðir,3344-62,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"508902,8","442736,2","510518,3","442761,5","510516,8","441760,8","508918,6","441736,4",OS_888
889,Grunnkort,Orkugrunnkort LV 2000,Bólstaðir,3344-70,2000,Landsvirkjun,62x85,1969,[Reykjavík],Íslenska,Filma/útprentað,,"507334,8","440711,3","508950,3","440736,6","508948,8",439736,"507350,6","439711,5",OS_889
890,Grunnkort,Orkugrunnkort LV 2000,Bólstaðir,3344-71,2000,Landsvirkjun,62x85,1969,[Reykjavík],Íslenska,Filma/útprentað,,507319,"441711,1","508934,4","441736,4",508933,"440735,7","507334,8","440711,3",OS_890
891,Grunnkort,Orkugrunnkort LV 2000,Bólstaðir,3344-72,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"507303,1","442710,9","508918,6","442736,2","508917,2","441735,5",507319,"441711,1",OS_891
892,Grunnkort,Orkugrunnkort LV 2000,Bólstaðir,3344-80,2000,Landsvirkjun,62x85,1969,[Reykjavík],Íslenska,Filma/útprentað,,"505735,1",440686,"507350,6","440711,3","507349,2","439710,7","505750,9","439686,2",OS_892
893,Grunnkort,Orkugrunnkort LV 2000,Bólstaðir,3344-81,2000,Landsvirkjun,62x85,1969,[Reykjavík],Íslenska,Filma/útprentað,,"505719,3","441685,8","507334,8","441711,1","507333,3","440710,4","505735,1",440686,OS_893
894,Grunnkort,Orkugrunnkort LV 2000,Bólstaðir,3344-90,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"504135,4","440660,7","505750,9",440686,"505749,5","439685,3","504151,2","439660,9",OS_894
895,Grunnkort,Orkugrunnkort LV 2000,Bólstaðir,3344-91,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"504119,6","441660,5","505735,1","441685,8","505733,7","440685,1","504135,4","440660,7",OS_895
896,Grunnkort,Orkugrunnkort LV 2000,Bólstaðir,3344-92,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"504103,8","442660,3","505719,3","442685,6","505717,9","441684,9","504119,6","441660,5",OS_896
897,Grunnkort,Orkugrunnkort LV 2000,Snoðnafit,3441-80,2000,Landsvirkjun,62x85,1975,[Reykjavík],Íslenska,Filma/útprentað,,"490212,8","410439,1","491828,3","410464,5","491827,1","409464,2","490228,6","409439,3",OS_897
898,Grunnkort,Orkugrunnkort LV 2000,Snoðnafit,3441-90,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"488613,2","410413,8","490228,6","410439,1","490227,5","409438,9",488629,409414,OS_898
899,Grunnkort,Orkugrunnkort LV 2000,Snoðnafit,3441-91,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"488597,3","411413,6","490212,8","411438,9","490211,7","410438,7","488613,2","410413,8",OS_899
900,Grunnkort,Orkugrunnkort LV 2000,Snoðnafit,3441-92,2000,Landsvirkjun,62x85,1975,[Reykjavík],Íslenska,Filma/útprentað,,"488581,5","412413,4",490197,"412438,7","490195,9","411438,4","488597,3","411413,6",OS_900
901,Grunnkort,Orkugrunnkort LV 2000,Hvanngiljafoss,3443-08,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"502567,4","438635,8","504182,9","438661,1","504181,5","437660,5","502583,2",437636,OS_901
902,Grunnkort,Orkugrunnkort LV 2000,Hvanngiljafoss,3443-09,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"502551,6","439635,6","504167,1","439660,9","504165,7","438660,3","502567,4","438635,8",OS_902
903,Grunnkort,Orkugrunnkort LV 2000,Hvanngiljafoss,3443-18,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"500967,7","438610,5","502583,2","438635,8","502581,8","437635,2","500983,5","437610,7",OS_903
904,Grunnkort,Orkugrunnkort LV 2000,Hvanngiljafoss,3443-19,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"500951,9","439610,3","502567,4","439635,6",502566,438635,"500967,7","438610,5",OS_904
905,Grunnkort,Orkugrunnkort LV 2000,Hvanngiljafoss,3443-28,2000,Landsvirkjun,62x85,1969,[Reykjavík],Íslenska,Filma/útprentað,,499368,"438585,2","500983,5","438610,5","500982,2","437609,9","499383,9","437585,4",OS_905
906,Grunnkort,Orkugrunnkort LV 2000,Hvanngiljafoss,3443-29,2000,Landsvirkjun,62x85,1969,[Reykjavík],Íslenska,Filma/útprentað,,"499352,2",439585,"500967,7","439610,3","500966,4","438609,7",499368,"438585,2",OS_906
907,Grunnkort,Orkugrunnkort LV 2000,Hvanngiljafoss,3443-38,2000,Landsvirkjun,62x85,1969,[Reykjavík],Íslenska,Filma/útprentað,,"497768,4","438559,9","499383,9","438585,2","499382,5","437584,6","497784,2","437560,1",OS_907
908,Grunnkort,Orkugrunnkort LV 2000,Hvanngiljafoss,3443-39,2000,Landsvirkjun,62x85,1969,[Reykjavík],Íslenska,Filma/útprentað,,"497752,6","439559,7",499368,439585,"499366,7","438584,3","497768,4","438559,9",OS_908
909,Grunnkort,Orkugrunnkort LV 2000,Hvanngiljafoss,3443-52,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"494663,9","432510,5","496279,4","432535,8","496278,1","431535,3","494679,7","431510,7",OS_909
910,Grunnkort,Orkugrunnkort LV 2000,Hvanngiljafoss,3443-53,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"494648,1","433510,3","496263,6","433535,6","496262,3","432535,1","494663,9","432510,5",OS_910
911,Grunnkort,Orkugrunnkort LV 2000,Hvanngiljafoss,3443-62,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"493064,2","432485,2","494679,7","432510,5","494678,5",431510,"493080,1","431485,4",OS_911
912,Grunnkort,Orkugrunnkort LV 2000,Hvanngiljafoss,3443-63,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"493048,4",433485,"494663,9","433510,3","494662,7","432509,7","493064,2","432485,2",OS_912
913,Grunnkort,Orkugrunnkort LV 2000,Norðlingaalda,3444-00,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"502535,8","440635,4","504151,2","440660,7","504149,9",439660,"502551,6","439635,6",OS_913
914,Grunnkort,Orkugrunnkort LV 2000,Norðlingaalda,3444-01,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"502519,9","441635,2","504135,4","441660,5",504134,"440659,8","502535,8","440635,4",OS_914
915,Grunnkort,Orkugrunnkort LV 2000,Norðlingaalda,3444-02,2000,Landsvirkjun,62x85,1969,[Reykjavík],Íslenska,Filma/útprentað,,"502504,1",442635,"504119,6","442660,3","504118,2","441659,6","502519,9","441635,2",OS_915
916,Grunnkort,Orkugrunnkort LV 2000,Norðlingaalda,3444-10,2000,Landsvirkjun,62x85,1969,[Reykjavík],Íslenska,Filma/útprentað,,"500936,1","440610,1","502551,6","440635,4","502550,2","439634,7","500951,9","439610,3",OS_916
917,Grunnkort,Orkugrunnkort LV 2000,Norðlingaalda,3444-11,2000,Landsvirkjun,62x85,1969,[Reykjavík],Íslenska,Filma/útprentað,,"500920,3","441609,9","502535,8","441635,2","502534,4","440634,5","500936,1","440610,1",OS_917
918,Grunnkort,Orkugrunnkort LV 2000,Norðlingaalda,3444-12,2000,Landsvirkjun,62x85,1969,[Reykjavík],Íslenska,Filma/útprentað,,"500904,5","442609,7","502519,9",442635,"502518,6","441634,3","500920,3","441609,9",OS_918
919,Grunnkort,Orkugrunnkort LV 2000,Norðlingaalda,3444-13,2000,Landsvirkjun,62x85,1969,[Reykjavík],Íslenska,Filma/útprentað,,"500888,6","443609,5","502504,1","443634,8","502502,8","442634,1","500904,5","442609,7",OS_919
920,Grunnkort,Orkugrunnkort LV 2000,Norðlingaalda,3444-20,2000,Landsvirkjun,62x85,1969,[Reykjavík],Íslenska,Filma/útprentað,,"499336,4","440584,8","500951,9","440610,1","500950,6","439609,4","499352,2",439585,OS_920
921,Grunnkort,Orkugrunnkort LV 2000,Hald,3540-07,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"487060,9","407389,1","488676,4","407414,5","488675,3","406414,2","487076,7","406389,3",OS_921
922,Grunnkort,Orkugrunnkort LV 2000,Hald,3540-09,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"487029,3","409388,7","488644,8",409414,"488643,7","408413,8","487045,1","408388,9",OS_922
923,Grunnkort,Orkugrunnkort LV 2000,Hald,3540-17,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"485461,2","407363,8","487076,7","407389,1","487075,6","406388,9","485477,1",406364,OS_923
924,Grunnkort,Orkugrunnkort LV 2000,Hald,3540-47,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"480662,2","407287,9","482277,7","407313,2","482276,7",406313,480678,"406288,1",OS_924
925,Grunnkort,Orkugrunnkort LV 2000,Hald,3540-57,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"479062,5","407262,6",480678,"407287,9","480677,1","406287,7","479078,3","406262,8",OS_925
926,Grunnkort,Orkugrunnkort LV 2000,Hald,3540-67,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"477462,9","407237,3","479078,3","407262,6","479077,4","406262,4","477478,7","406237,5",OS_926
927,Grunnkort,Orkugrunnkort LV 2000,Sultartangi [Hald],3540-68,2000,Landsvirkjun,62x85,1975,[Reykjavík],Íslenska,Filma/útprentað,,477447,"408237,1","479062,5","408262,4","479061,6","407262,2","477462,9","407237,3",OS_927
928,Grunnkort,Orkugrunnkort LV 2000,Hald,3540-77,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"475863,2",407212,"477478,7","407237,3","477477,8","406237,1",475879,"406212,2",OS_928
929,Grunnkort,Orkugrunnkort LV 2000,Hald,3540-87,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"474263,5","407186,6",475879,407212,"475878,1","406211,8","474279,3","406186,8",OS_929
930,Grunnkort,Orkugrunnkort LV 2000,Hald,3540-97,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"472663,8","407161,3","474279,3","407186,6","474278,5","406186,5","472679,6","406161,5",OS_930
